,TimeTick,1,0.8,0.5,0.3,0.1
13/05/2023,5.651054,0,20144.76541,50024.96657,70485.54064,90523.26607
13/05/2023,5.667721,0,20134.17094,49981.67041,70447.08123,90467.7431
13/05/2023,5.684388,0,20122.895,49936.68252,70406.23742,90409.15809
13/05/2023,5.701055,0,20110.93796,49890.00444,70363.01057,90347.51302
13/05/2023,5.717721,0,20098.30022,49841.63774,70317.40217,90282.80997
13/05/2023,5.734388,0,20084.98223,49791.58406,70269.41487,90215.05114
13/05/2023,5.751055,0,20070.98442,49739.8451,70219.0481,90144.23882
13/05/2023,5.767722,0,20056.30727,49686.42384,70166.30465,90070.3754
13/05/2023,5.784389,0,20040.95128,49631.31965,70111.18629,89993.46339
13/05/2023,5.801055,0,20024.91697,49574.53561,70053.69489,89913.50539
13/05/2023,5.817722,0,20008.20488,49516.07362,69993.83239,89830.50604
13/05/2023,5.834389,0,19990.81558,49455.93567,69931.60083,89744.46434
13/05/2023,5.851056,0,19972.74965,49394.12379,69867.00231,89655.38509
13/05/2023,5.867723,0,19954.0077,49330.64009,69800.03902,89563.27129
13/05/2023,5.884389,0,19934.59083,49265.48821,69730.71321,89468.12606
13/05/2023,5.901056,0,19914.49881,49198.66737,69659.02725,89369.95261
13/05/2023,5.917723,0,19893.73225,49130.18132,69584.98355,89268.75428
13/05/2023,5.93439,0,19872.29332,49060.03238,69508.58462,89164.53691
13/05/2023,5.951056,0,19850.1813,48988.2229,69429.83304,89057.29926
13/05/2023,5.967723,0,19827.39741,48914.75703,69348.73149,88947.0473
13/05/2023,5.98439,0,19803.94243,48839.63389,69265.28271,88833.78476
13/05/2023,6.001057,0,19779.81715,48762.85769,69179.48952,88717.51549
13/05/2023,6.017724,0,19755.02238,48684.43102,69091.35687,88598.24341
13/05/2023,6.03439,0,19729.55897,48604.35653,69000.8837,88475.97257
13/05/2023,6.051057,0,19703.42777,48522.51037,68908.07508,88350.70999
13/05/2023,6.067724,0,19676.62968,48439.14593,68812.93414,88222.45123
13/05/2023,6.084391,0,19649.1656,48354.14198,68715.4641,88091.21236
13/05/2023,6.101058,0,19621.03646,48267.5014,68615.66826,87956.98891
13/05/2023,6.117724,0,19592.24387,48179.22916,68513.55,87819.7884
13/05/2023,6.134439,0,19562.7875,48089.3242,68409.11278,87679.61547
13/05/2023,6.151106,0,19532.66899,47997.79158,68302.36013,87536.47487
13/05/2023,6.167773,0,19501.88936,47904.63438,68193.29566,87390.37144
13/05/2023,6.18444,0,19470.44965,47809.85576,68081.92307,87241.31012
13/05/2023,6.201106,0,19438.35094,47713.45893,67968.24612,87089.29596
13/05/2023,6.217773,0,19405.59429,47615.44942,67852.26866,86934.33411
13/05/2023,6.23444,0,19372.18083,47515.82145,67733.99462,86776.42981
13/05/2023,6.251107,0,19338.11168,47384.55776,67613.428,86615.58841
13/05/2023,6.267773,0,19303.388,47246.81756,67490.57289,86451.81534
13/05/2023,6.28444,0,19268.01178,47115.41116,67365.43632,86285.11616
13/05/2023,6.301107,0,19231.9826,47007.99211,67238.01681,86115.4965
13/05/2023,6.317773,0,19195.30247,46898.98199,67108.32151,85942.96211
13/05/2023,6.33444,0,19157.97265,46788.38449,66976.35481,85767.52287
13/05/2023,6.351107,0,19119.99439,46676.20594,66842.12117,85589.1767
13/05/2023,6.367774,0,19081.36898,46562.44499,66705.62514,85407.9336
13/05/2023,6.384441,0,19042.09772,46447.10806,66566.87134,85223.79972
13/05/2023,6.401107,0,19002.18195,46330.19904,66425.86446,85036.78128
13/05/2023,6.417774,0,18961.62302,46211.7219,66282.60928,84846.88463
13/05/2023,6.434441,0,18920.4223,46091.68063,66137.11065,84654.11617
13/05/2023,6.451108,0,18878.58214,45970.08211,65989.37348,84458.48245
13/05/2023,6.467774,0,18836.10206,45846.92488,65839.40279,84259.96262
13/05/2023,6.484441,0,18792.98444,45722.21588,65687.20365,84058.61793
13/05/2023,6.501108,0,18749.23073,45595.95933,65532.78476,83854.42812
13/05/2023,6.517775,0,18704.84242,45468.15951,65376.14428,83647.4001
13/05/2023,6.534441,0,18659.82101,45338.82222,65217.29104,83437.54089
13/05/2023,6.551125,0,18614.16803,45207.94888,65056.2304,83224.86249
13/05/2023,6.567792,0,18567.88502,45075.5454,64892.96781,83009.36235
13/05/2023,6.584459,0,18520.97354,44941.61626,64727.5088,82791.05261
13/05/2023,6.601126,0,18473.43519,44806.16599,64559.85897,82569.94066
13/05/2023,6.617792,0,18425.27157,44669.20075,64390.024,82346.03398
13/05/2023,6.634459,0,18376.48431,44530.72204,64151.57864,82119.34015
13/05/2023,6.651126,0,18327.07621,44390.73772,63976.56011,81889.86685
13/05/2023,6.667793,0,18277.04667,44249.24932,63799.20889,81657.62451
13/05/2023,6.684459,0,18226.39851,44106.26322,63619.86352,81422.61568
13/05/2023,6.701126,0,18175.12991,43961.78427,63438.36483,81184.85095
13/05/2023,6.717793,0,18123.24963,43815.81735,63254.71895,80944.33837
13/05/2023,6.73446,0,18070.75594,43668.36911,63068.93211,80701.08889
13/05/2023,6.751126,0,18017.65061,43519.44115,62881.01274,80455.10233
13/05/2023,6.767793,0,17963.93544,43369.04192,62690.96292,80206.39829
13/05/2023,6.78446,0,17909.61288,43217.17308,62498.7912,79920.80283
13/05/2023,6.801127,0,17854.68352,43063.84324,62304.50187,79556.08765
13/05/2023,6.817794,0,17799.14983,42909.05409,62108.1082,79288.50075
13/05/2023,6.834461,0,17743.01369,42752.81439,61909.61013,79027.37584
13/05/2023,6.851127,0,17686.27767,42595.12586,61709.01662,78763.57306
13/05/2023,6.867794,0,17628.94237,42435.99563,61506.33679,78497.10739
13/05/2023,6.884461,0,17571.01039,42275.42908,61301.57286,78227.98485
13/05/2023,6.901128,0,17512.48437,42113.43163,60829.38971,77956.21454
13/05/2023,6.917794,0,17453.36493,41950.00879,60617.87021,77681.80882
13/05/2023,6.934461,0,17393.65475,41785.16607,60404.29898,77404.77069
13/05/2023,6.951128,0,17333.35586,41618.90905,60188.68326,77125.11266
13/05/2023,6.967795,0,17272.46958,41451.24337,59971.03035,76842.84419
13/05/2023,6.984617,0,17211.00009,41282.17469,59751.34761,76557.97811
13/05/2023,7.001284,0,17148.94736,41111.71071,59529.56601,76270.51754
13/05/2023,7.017951,0,17086.3142,40939.85328,59305.8453,75980.47546
13/05/2023,7.034618,0,17023.10271,40766.61017,59080.11727,75687.86168
13/05/2023,7.051284,0,16959.31505,40591.98924,58852.39219,75392.68611
13/05/2023,7.067964,0,16894.95337,40415.9904,58622.67255,75094.95874
13/05/2023,7.084631,0,16830.01985,40238.62765,58390.97139,74794.68965
13/05/2023,7.101298,0,16764.51669,40059.90092,58157.29123,74491.88899
13/05/2023,7.117965,0,16698.4461,39879.82037,57921.64535,74186.56702
13/05/2023,7.134632,0,16631.81032,39698.38795,57684.03632,73878.73408
13/05/2023,7.151299,0,16564.61239,39515.61398,57444.47486,73568.40057
13/05/2023,7.167965,0,16496.85302,39331.50044,57202.9691,73255.58061
13/05/2023,7.184632,0,16428.5353,39146.05566,56959.52999,72940.27761
13/05/2023,7.201299,0,16359.66151,38959.28805,56714.16021,72622.50582
13/05/2023,7.217966,0,16290.23401,38771.19966,56466.87084,72302.2723
13/05/2023,7.234632,0,16220.25513,38581.80117,56217.67311,71979.59524
13/05/2023,7.251299,0,16149.72725,38391.09465,55966.56687,71654.4819
13/05/2023,7.267966,0,16078.65357,38199.08872,55713.5721,71326.94705
13/05/2023,7.284633,0,16007.03405,38005.78986,55458.68873,70996.93743
13/05/2023,7.301299,0,15934.87355,37811.20463,55201.92825,70664.58122
13/05/2023,7.317966,0,15862.17372,37615.34187,54943.30234,70329.83324
13/05/2023,7.334633,0,15788.93699,37418.20371,54682.81382,69992.70482
13/05/2023,7.3513,0,15715.16586,37219.80134,54420.47748,69653.20737
13/05/2023,7.367966,0,15640.86283,37020.13693,54156.29618,69311.34846
13/05/2023,7.384633,0,15566.0304,36819.21951,53890.28187,68967.15143
13/05/2023,7.4013,0,15490.67198,36617.05588,53622.44355,68620.61616
13/05/2023,7.417967,0,15414.78838,36413.65288,53352.79028,68271.7583
13/05/2023,7.434633,0,15338.38305,36209.01975,53081.33118,67920.58966
13/05/2023,7.4513,0,15261.45856,36003.15872,52808.07859,67567.12212
13/05/2023,7.467967,0,15184.01752,35796.07909,52533.0355,67211.36765
13/05/2023,7.484634,0,15106.06165,35587.78789,52256.21433,66853.34241
13/05/2023,7.5013,0,15027.59538,35378.29215,51977.62766,66493.05031
13/05/2023,7.517967,0,14948.62048,35167.59897,51697.27853,66130.50763
13/05/2023,7.534634,0,14869.14052,34955.71304,51415.17962,65765.72664
13/05/2023,7.551301,0,14789.15638,34742.6464,51130.73769,65398.72391
13/05/2023,7.567967,0,14708.67168,34528.40383,50845.16753,65029.50345
13/05/2023,7.584634,0,14627.69007,34312.99258,50557.87316,64658.08196
13/05/2023,7.601301,0,14546.2115,34096.41995,50268.86757,64284.47199
13/05/2023,7.617968,0,14464.24151,33878.69576,49978.16388,63908.6862
13/05/2023,7.634634,0,14381.78196,33659.8224,49685.76527,63530.74164
13/05/2023,7.651301,0,14298.83563,33439.66588,49391.68157,63150.64246
13/05/2023,7.667968,0,14215.40533,33218.52067,49095.92949,62768.40583
13/05/2023,7.684635,0,14131.49388,32996.25113,48798.51908,62384.04469
13/05/2023,7.701301,0,14047.10413,32772.86477,48499.45359,61997.57649
13/05/2023,7.717968,0,13962.23892,32548.36915,48198.74656,61609.00545
13/05/2023,7.734635,0,13876.90114,32322.77187,47896.40816,61218.35363
13/05/2023,7.751302,0,13791.09466,32096.08058,47592.44861,60825.62531
13/05/2023,7.767973,0,13704.82041,31868.30031,47286.87821,60430.83823
13/05/2023,7.78464,0,13618.0823,31639.44664,46979.70731,60034.00576
13/05/2023,7.801307,0,13530.88326,31409.51946,46670.94629,59635.14133
13/05/2023,7.817974,0,13443.22624,31178.52916,46360.6056,59234.26305
13/05/2023,7.83464,0,13354.98987,30946.48624,46048.69934,58831.37529
13/05/2023,7.851307,0,13266.42619,30713.39322,45735.22732,58426.49629
13/05/2023,7.867974,0,13177.41248,30479.26334,45420.2145,58019.63973
13/05/2023,7.884641,0,13087.95276,30244.09916,45103.66076,57610.82408
13/05/2023,7.901308,0,12998.05108,30007.91132,44785.5804,57200.05383
13/05/2023,7.917974,0,12907.70843,29770.71052,44465.98786,56787.34753
13/05/2023,7.934641,0,12816.9289,29532.49937,44144.88664,56372.71917
13/05/2023,7.951308,0,12725.71451,29293.28864,43822.29125,55956.18276
13/05/2023,7.967975,0,12634.07044,29053.08643,43498.21262,55537.75243
13/05/2023,7.984641,0,12541.9998,28811.90086,43172.66545,55117.44713
13/05/2023,8.001308,0,12449.5036,28569.7401,42845.64956,54695.27149
13/05/2023,8.017975,0,12356.58603,28326.61514,42517.18721,54271.24459
13/05/2023,8.034641,0,12263.25023,28082.52863,42187.28579,53845.38078
13/05/2023,8.051309,0,12169.49935,27837.49162,41855.95646,53417.69447
13/05/2023,8.067975,0,12075.33657,27591.5124,41523.21426,52988.20015
13/05/2023,8.084642,0,11980.76509,27344.60213,41189.06284,52556.91235
13/05/2023,8.101309,0,11885.78918,27096.76351,40853.51729,52123.84566
13/05/2023,8.117975,0,11790.4088,26847.8737,40516.58899,51689.00977
13/05/2023,8.134643,0,11694.63044,26598.21017,40178.2932,51252.42432
13/05/2023,8.151309,0,11598.45625,26347.64638,39838.63365,50814.10913
13/05/2023,8.167976,0,11501.8895,26096.19082,39497.62569,50374.07405
13/05/2023,8.184643,0,11404.93455,25843.85055,39155.28085,49932.33902
13/05/2023,8.201309,0,11307.59247,25590.63699,38811.61074,49488.90891
13/05/2023,8.217977,0,11209.86767,25336.54855,38466.62698,49043.80375
13/05/2023,8.234643,0,11111.76345,25081.61127,38120.34521,48597.03861
13/05/2023,8.251309,0,11013.28314,24825.82213,37772.76924,48148.6312
13/05/2023,8.267977,0,10914.43119,24569.19418,37423.91278,47698.58896
13/05/2023,8.284643,0,10815.20869,24311.73612,37073.79365,47246.93226
13/05/2023,8.301311,0,10715.62014,24053.45371,36722.41969,46793.67899
13/05/2023,8.317977,0,10615.66947,23794.35865,36369.8008,46338.84189
13/05/2023,8.334643,0,10515.30142,23534.45675,36015.9509,45882.43638
13/05/2023,8.351311,0,10414.63475,23273.75828,35660.88197,45424.47789
13/05/2023,8.367977,0,10313.61559,23012.27357,35304.60809,44964.98193
13/05/2023,8.384644,0,10212.24734,22750.00847,34947.13926,44503.96669
13/05/2023,8.401311,0,10110.53286,22486.97487,34588.48761,44041.4425
13/05/2023,8.417977,0,10008.47674,22223.18016,34228.66525,43577.42765
13/05/2023,8.434644,0,9906.081877,21958.63176,33867.68438,43111.93784
13/05/2023,8.451311,0,9802.994333,21693.34166,33505.55721,42644.9246
13/05/2023,8.467978,0,9689.293282,21427.31578,33142.296,42176.532
13/05/2023,8.484645,0,9585.86882,21160.56619,32777.91304,41706.71455
13/05/2023,8.501311,0,9482.119316,20893.09886,32412.41856,41235.48277
13/05/2023,8.517978,0,9378.048872,20624.9259,32045.82914,40762.85531
13/05/2023,8.534645,0,9273.661012,20356.05331,31678.15297,40288.85087
13/05/2023,8.551311,0,9168.959267,20086.49174,31309.40671,39813.48007
13/05/2023,8.567979,0,9063.94598,19816.24876,30939.59861,39336.76444
13/05/2023,8.584645,0,8958.627106,19545.33661,30568.74544,38858.71741
13/05/2023,8.601312,0,8853.005617,19273.64156,30196.85763,38379.35515
13/05/2023,8.617979,0,8747.084486,19001.41521,29823.94775,37898.69388
13/05/2023,8.634645,0,8640.867297,18728.54729,29450.02631,37416.74988
13/05/2023,8.651313,0,8534.357646,18455.04548,29075.10807,36933.53946
13/05/2023,8.667979,0,8427.559137,18180.91746,28699.20789,36449.0762
13/05/2023,8.684646,0,8320.475386,17906.17565,28322.33202,35963.38203
13/05/2023,8.701313,0,8213.110016,17630.8262,27944.50186,35476.46784
13/05/2023,8.717979,0,8105.466046,17354.88001,27565.7237,34988.35288
13/05/2023,8.734647,0,7997.547731,17078.34799,27186.01253,34499.04808
13/05/2023,8.751313,0,7889.359345,16801.23634,26805.38338,34008.58119
13/05/2023,8.76798,0,7780.903932,16523.55761,26423.84478,33516.96603
13/05/2023,8.784647,0,7672.184541,16245.31803,26041.414,33024.21644
13/05/2023,8.801313,0,7563.20547,15966.53019,25658.09963,32530.3491
13/05/2023,8.817981,0,7453.971036,15687.20035,25273.91901,32035.37789
13/05/2023,8.834647,0,7344.483684,15407.33954,24888.88295,31539.32238
13/05/2023,8.851321,0,7234.748373,15126.95885,24503.00229,31042.20222
13/05/2023,8.867988,0,7124.767562,14846.06616,24116.29228,30544.02854
13/05/2023,8.88467,0,7014.5456,14564.66938,23728.76601,30044.82103
13/05/2023,8.901337,0,6904.086851,14282.77963,23340.43882,29544.59948
13/05/2023,8.918003,0,6793.39379,14000.40807,22951.32164,29043.37507
13/05/2023,8.93467,0,6682.470793,13717.56103,22561.42765,28541.16476
13/05/2023,8.951337,0,6571.321617,13434.24969,22170.77002,28037.99418
13/05/2023,8.968003,0,6459.95066,13150.48365,21779.35976,27533.87172
13/05/2023,8.984671,0,6348.360418,12866.2725,21387.21458,27028.82022
13/05/2023,9.001337,0,6236.555304,12581.6275,20994.34327,26522.851
13/05/2023,9.018003,0,6124.538462,12296.55666,20600.76137,26015.98406
13/05/2023,9.034671,0,6012.315606,12011.06554,20206.48219,25508.23657
13/05/2023,9.051337,0,5899.888611,11725.17033,19811.52136,24999.6257
13/05/2023,9.068005,0,5787.262569,11438.87826,19415.88658,24490.16868
13/05/2023,9.084671,0,5674.440002,11152.19902,19019.59803,23979.88566
13/05/2023,9.101337,0,5561.424727,10865.14067,18620.28922,23468.79101
13/05/2023,9.118005,0,5448.221213,10577.71786,18222.72289,22956.90203
13/05/2023,9.134671,0,5316.751268,10289.93703,17824.53978,22444.23604
13/05/2023,9.151338,0,5203.155665,10001.80627,17425.75109,21930.81039
13/05/2023,9.168005,0,5089.383954,9713.336155,17026.37489,21416.64246
13/05/2023,9.184671,0,4975.439985,9424.539756,16626.42011,20901.74671
13/05/2023,9.201338,0,4861.326963,9135.42437,16225.90258,20386.1435
13/05/2023,9.218005,0,4747.0494,8845.998125,15824.83815,19869.85323
13/05/2023,9.234672,0,4632.61182,8556.274131,15423.23581,19352.88749
13/05/2023,9.251339,0,4518.017442,8266.260537,15021.11374,18835.26968
13/05/2023,9.268005,0,4403.270146,7975.965498,14618.48326,18317.01436
13/05/2023,9.284672,0,4288.373815,7685.400499,14215.35569,17798.13462
13/05/2023,9.301339,0,4173.332338,7394.577037,13811.74582,17278.65692
13/05/2023,9.318006,0,4058.148949,7103.50163,13407.67194,16758.59143
13/05/2023,9.334672,0,3942.827875,6812.185375,13003.14194,16237.95872
13/05/2023,9.351339,0,3827.374339,6520.638966,12598.17414,15716.7764
13/05/2023,9.368006,0,3711.790599,6228.871854,12192.77994,15195.06212
13/05/2023,9.384673,0,3596.081888,5936.893497,11786.97073,14672.83353
13/05/2023,9.40134,0,3480.250801,5644.714613,11380.76257,14150.10832
13/05/2023,9.418006,0,3364.301917,5352.344673,10974.17154,13626.87272
13/05/2023,9.434673,0,3248.239828,5059.795247,10567.20674,13103.21031
13/05/2023,9.45134,0,3132.066467,4767.069121,10159.88661,12579.10366
13/05/2023,9.468006,0,3015.78776,4474.187089,9752.219684,12054.569
13/05/2023,9.484674,0,2899.406645,4181.153621,9344.22326,11529.62933
13/05/2023,9.50134,0,2782.927894,3887.976958,8935.912901,11004.28965
13/05/2023,9.518007,0,2666.354617,3594.6687,8527.294831,10478.58428
13/05/2023,9.534674,0,2549.691926,3301.240243,8118.38872,9952.524233
13/05/2023,9.55134,0,2432.942269,3007.700261,7581.633231,9426.067069
13/05/2023,9.568007,0,2316.110934,2714.056799,7172.1176,8899.3541
13/05/2023,9.584674,0,2199.200537,2420.323155,6762.359219,8372.33615
13/05/2023,9.60134,0,2082.215705,2126.505701,6352.371957,7845.035576
13/05/2023,9.618008,0,1965.160228,1832.618163,5942.167341,7317.472492
13/05/2023,9.634674,0,1848.038405,1538.66681,5531.758666,6789.658718
13/05/2023,9.65134,0,1730.854702,1244.663378,5121.165694,6261.618157
13/05/2023,9.668008,0,1613.611745,950.619606,4710.401737,5733.362262
13/05/2023,9.684674,0,1496.314172,656.541818,4299.475704,5204.912688
13/05/2023,9.701341,0,1378.966542,362.441862,3888.404442,4676.289592
13/05/2023,9.718008,0,1261.572322,68.331425,3477.144798,4147.505573
13/05/2023,9.734674,0,1144.134731,0,3037.197165,3618.5842
13/05/2023,9.751341,0,1026.65833,0,2599.539122,3089.537135
13/05/2023,9.768008,0,909.147264,0,2184.813594,2560.388715
13/05/2023,9.784675,0,791.606015,0,1773.213751,2031.147201
13/05/2023,9.801342,0,674.038099,0,1361.556393,1501.840061
13/05/2023,9.818008,0,556.446613,0,949.852878,972.482183
13/05/2023,9.834675,0,438.836292,0,449.503329,443.091437
13/05/2023,9.851342,0,321.211097,0,14.039994,0
13/05/2023,9.868009,0,203.575766,0,0,0
13/05/2023,9.884675,0,85.93283,0,0,0
13/05/2023,9.901342,0,0,0,0,0
13/05/2023,9.918009,0,0,0,0,0
13/05/2023,9.934675,0,0,0,0,0
13/05/2023,9.951343,0,0,0,0,0
13/05/2023,9.968009,0,0,0,0,0
13/05/2023,9.984675,0,0,0,0,0
13/05/2023,10.001343,0,0,0,0,0
13/05/2023,10.018009,0,0,0,0,0
13/05/2023,10.034677,0,0,0,0,0
13/05/2023,10.051343,0,0,0,0,0
13/05/2023,10.068009,0,0,0,0,0
13/05/2023,10.084677,0,0,0,0,0
13/05/2023,10.101343,0,0,0,0,0
13/05/2023,10.11801,0,0,0,0,0
13/05/2023,10.134677,0,0,0,0,0
13/05/2023,10.151343,0,0,0,0,0
13/05/2023,10.16801,0,0,0,0,0
13/05/2023,10.184677,0,0,0,0,0
13/05/2023,10.201344,0,0,0,0,0
13/05/2023,10.21801,0,0,0,0,0
13/05/2023,10.234677,0,0,0,0,0
13/05/2023,10.251344,0,0,0,0,0
13/05/2023,10.26801,0,0,0,0,0
13/05/2023,10.284678,0,0,0,0,0
13/05/2023,10.302314,0,0,0,0,0
13/05/2023,10.319523,0,0,0,0,0
13/05/2023,10.336189,0,0,0,0,0
13/05/2023,10.352856,0,0,0,0,0
13/05/2023,10.369523,0,0,0,0,0
13/05/2023,10.386189,0,0,0,0,0
13/05/2023,10.402856,0,0,0,0,0
13/05/2023,10.419523,0,0,0,0,0
13/05/2023,10.43619,0,0,0,0,0
13/05/2023,10.452856,0,0,0,0,0
13/05/2023,10.469523,0,0,0,0,0
13/05/2023,10.48619,0,0,0,0,0
13/05/2023,10.502856,0,0,0,0,0
13/05/2023,10.519524,0,0,0,0,0
13/05/2023,10.53619,0,0,0,0,0
13/05/2023,10.552857,0,0,0,0,0
13/05/2023,10.569524,0,0,0,0,0
13/05/2023,10.58619,0,0,0,0,0
13/05/2023,10.602858,0,0,0,0,0
13/05/2023,10.619524,0,0,0,0,0
13/05/2023,10.63619,0,0,0,0,0
13/05/2023,10.652858,0,0,0,0,0
13/05/2023,10.669527,0,0,0,0,0
13/05/2023,10.686193,0,0,0,0,0
13/05/2023,10.702861,0,0,0,0,0
13/05/2023,10.719527,0,0,0,0,0
13/05/2023,10.736194,0,0,0,0,0
13/05/2023,10.788127,0,0,0,0,0
13/05/2023,10.804793,0,0,0,0,0
13/05/2023,10.82146,0,0,0,0,0
13/05/2023,10.838127,0,0,0,0,0
13/05/2023,10.854794,0,0,0,0,0
13/05/2023,10.87146,0,0,0,0,0
13/05/2023,10.888127,0,0,0,0,0
13/05/2023,10.904794,0,0,0,0,0
13/05/2023,10.92146,0,0,0,0,0
13/05/2023,10.938128,0,0,0,0,0
13/05/2023,10.954794,0,0,0,0,0
13/05/2023,10.97146,0,0,0,0,0
13/05/2023,10.988128,0,0,0,0,0
13/05/2023,11.004794,0,0,0,0,0
13/05/2023,11.021461,0,0,0,0,0
13/05/2023,11.038128,0,0,0,0,0
13/05/2023,11.054818,0,0,0,0,0
13/05/2023,11.071485,0,0,0,0,0
13/05/2023,11.088152,0,0,0,0,0
13/05/2023,11.104818,0,0,0,0,
13/05/2023,11.121485,0,0,0,0,
13/05/2023,11.138152,0,0,0,0,
13/05/2023,11.154819,0,0,0,0,
13/05/2023,11.171485,0,0,0,0,
13/05/2023,11.188152,0,0,0,0,
13/05/2023,11.204819,0,0,0,0,
13/05/2023,11.221485,0,0,0,0,
13/05/2023,11.238153,0,0,0,0,
13/05/2023,11.254819,0,0,0,,
13/05/2023,11.271486,0,0,0,,
13/05/2023,11.288153,0,0,0,,
13/05/2023,11.30482,0,0,0,,
13/05/2023,11.321486,0,0,0,,
13/05/2023,11.338153,0,0,0,,
13/05/2023,11.354819,0,0,0,,
13/05/2023,11.404876,0,0,0,,
13/05/2023,11.422685,0,0,0,,
13/05/2023,11.439351,0,0,0,,
13/05/2023,11.456017,0,0,0,,
13/05/2023,11.472685,0,0,0,,
13/05/2023,11.489351,0,0,0,,
13/05/2023,11.506018,0,0,0,,
13/05/2023,11.522685,0,0,0,,
13/05/2023,11.539351,0,0,0,,
13/05/2023,11.55602,0,0,0,,
13/05/2023,11.572687,0,0,0,,
13/05/2023,11.589354,0,0,0,,
13/05/2023,11.60602,0,0,0,,
13/05/2023,11.622687,0,0,0,,
13/05/2023,11.639354,0,0,0,,
13/05/2023,11.65602,0,0,0,,
13/05/2023,11.672688,0,0,0,,
13/05/2023,11.689354,0,0,0,,
13/05/2023,11.70602,0,0,0,,
13/05/2023,11.722687,0,0,0,,
13/05/2023,11.739354,0,0,0,,
13/05/2023,11.756021,0,0,0,,
13/05/2023,11.772687,0,0,0,,
13/05/2023,11.789354,0,0,0,,
13/05/2023,11.806021,0,0,0,,
13/05/2023,11.806021,0,0,0,,
,,,0,0,,
,,,0,0,,
,,,0,0,,
,,,0,0,,
,,,0,0,,
,,,0,0,,
,,,0,0,,
,,,0,0,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
,,,0,,,
